player,clutch_score,gs_diff,fg_pct_diff,to_rate_diff
P. Pierce,1.7595582221247212,188.15652173913043,-0.0255527386184531,34.65217391304348
D. Nowitzki,1.666183486907303,139.9086956521739,-0.0295872030932997,10.456521739130434
R. Slater,1.514902306799594,6.852173913043478,0.7321428571428571,0.5
K. Malone,1.4417304847331807,142.90000000000003,0.0463775935645264,25.869565217391305
A. Harvey,1.4265132891385714,1.067391304347826,0.7272727272727273,-0.0652173913043478
B. Jackson,1.3393749969065105,125.12391304347832,0.047277759418374,19.5
R. Varda,1.270905173057559,0.8999999999999999,0.6666666666666666,0.5
T. Ratliff,1.2151815367871281,3.0260869565217394,0.625,0.3695652173913043
C. Henderson,1.104247593434628,10.443478260869568,0.5555555555555556,2.9565217391304346
S. O'Neal,1.068452473428255,122.5282608695652,-0.0548190547488705,19.456521739130437
R. Allen,1.062268941036629,112.85217391304352,-0.0274942153259833,16.369565217391305
E. Brand,1.0284832561563815,99.41521739130437,0.0368429025905165,15.021739130434783
J. Terry,0.9947120858384078,98.66304347826085,-0.0016369047619048,12.76086956521739
L. Harris,0.9892969793005342,93.40217391304348,0.0293181147699412,12.41304347826087
D. Fisher,0.9751059661973681,81.7782608695652,0.0651419558359621,9.173913043478262
J. Rose,0.9727465480045645,111.3760869565217,0.0050923870594016,21.195652173913043
M. Penberthy,0.9376644307935694,2.630434782608696,0.5,0.0
R. Rogers,0.9302548128121717,95.59565217391304,0.0593406593406592,18.043478260869566
M. Evans,0.9298703923927043,3.928260869565218,0.5,1.0
T. McGrady,0.9286926736278454,104.02608695652177,-0.0019323911141576,18.043478260869566
