player,clutch_score,gs_diff,fg_pct_diff,to_rate_diff
D. Nowitzki,2.1746124487268417,174.90217391304347,0.0448403079948213,18.30434782608696
M. Redd,2.1677661309842375,154.75869565217388,0.1101266168950145,12.326086956521738
S. Marion,1.8533077073448025,153.66956521739132,0.0137398932515985,15.08695652173913
K. Bryant,1.7166107651391913,172.35217391304346,-0.0388665447897623,26.217391304347828
S. Marbury,1.647178684262207,141.6586956521739,0.0097122837393645,15.173913043478262
A. Kirilenko,1.4166880146674252,129.17173913043476,0.0572144640349508,19.869565217391305
S. Nash,1.378017549168822,127.37608695652176,0.0726933830382106,21.413043478260867
E. Snow,1.3231876061800405,119.12826086956528,0.0798454116042335,19.23913043478261
R. Livingston,1.3090456071010355,2.365217391304348,0.6666666666666666,0.0
S. O'Neal,1.2795253462465557,133.36739130434782,-0.00516171609383,22.108695652173918
C. Owens,1.2725249129884382,1.0,0.6666666666666666,0.5
S. Cassell,1.2505637930850495,109.95652173913044,0.0137641546270987,11.434782608695652
T. McGrady,1.1614344511547672,137.8195652173913,-0.0133978268234838,28.065217391304348
A. Iverson,1.1300446853833517,140.18695652173915,-0.0009817540446573,31.456521739130437
S. Samake,1.1155872943685134,5.806521739130436,0.5555555555555556,-0.0434782608695652
P. Pierce,1.0613200029771712,139.4108695652174,-4.867316940204702e-05,33.47826086956522
K. Malone,0.9494599382625647,97.66739130434786,-0.0014964043012348,13.782608695652174
G. Payton,0.9285270016293429,98.32608695652172,0.0061603858569176,15.478260869565217
J. O'Neal,0.9284576207446065,111.52826086956529,-0.021485686207852,20.73913043478261
R. Wolkowyski,0.8798406354161475,-0.0500000000000002,0.5,0.5
