player,clutch_score,gs_diff,fg_pct_diff,to_rate_diff
J. Smith,2.5864621245259594,273.66086956521747,0.0078399632905248,56.630434782608695
K. Bryant,2.252415476297119,202.45434782608692,-0.0099670768047678,26.80434782608696
L. James,2.187396809986873,212.45434782608697,-0.0122913302819626,34.5
J. James,2.059343271568319,2.3000000000000003,1.0,0.0
A. Stoudemire,1.3918085168199497,145.7695652173913,-0.0658673843895277,20.43478260869565
C. Paul,1.3735370879701014,133.2130434782609,-0.0001404331747505,19.15217391304348
B. Outlaw,1.2668558232303608,0.6500000000000001,0.6666666666666666,0.5
D. Howard,1.2534028335587348,113.88478260869567,0.0521041697485802,16.543478260869566
D. Granger,1.2308775834871006,112.18043478260871,0.0021114369501465,12.456521739130434
M. Ginobili,1.1718692671150144,124.69565217391302,0.0116146295890474,22.28260869565217
S. Vujacic,1.1714085577283566,112.46521739130432,0.0084205260744508,15.173913043478262
J. Posey,1.1485962100452987,106.83913043478265,0.0695761419042206,17.58695652173913
J. Terry,1.1462890382074404,108.39565217391304,-0.014332746661145,11.978260869565217
S. Williams,1.1447372635134223,111.08260869565213,0.0740549638201943,20.456521739130437
T. Outlaw,1.113493750247803,108.70434782608694,0.0128091136426785,15.41304347826087
M. Williams,1.0311361806567794,153.7434782608696,-0.0544582395905292,38.32608695652174
J. Childress,1.0298104811610416,95.36956521739128,0.0534415584415585,14.0
D. Nowitzki,1.029701033825212,124.4695652173913,-0.0751224153783651,20.30434782608696
L. Amundson,1.0268983194042125,5.328260869565219,0.5263157894736842,0.4782608695652174
M. Ellis,1.0260280221351221,99.9282608695652,0.0253971885205812,14.5
