player,clutch_score,gs_diff,fg_pct_diff,to_rate_diff
K. Durant,1.7252891849514314,160.46739130434784,-0.0377108611025644,19.32608695652174
R. Reid,1.5965527486246338,2.45,0.8,0.5
C. Paul,1.4570425452924618,130.14565217391305,0.0144827586206896,15.673913043478262
E. Dawson,1.317100098074603,5.000000000000001,0.657142857142857,0.4565217391304348
J. Harden,1.271693814210356,130.28478260869568,0.0613153456998313,25.847826086956523
A. Bynum,1.1692055777332766,98.09347826086956,0.050132625994695,10.434782608695652
K. Garnett,1.1537506133867144,116.0717391304348,0.0255279270273647,19.15217391304348
L. James,0.9377189592855186,122.94130434782603,-0.1060594137320479,20.217391304347828
A. Emmett,0.936065125513746,2.454347826086957,0.5,-0.0434782608695652
T. Young,0.9141759946293807,83.33260869565216,0.0035971223021582,7.3478260869565215
C. Bosh,0.8955933714273497,88.37391304347828,0.0272144522144521,12.673913043478262
J. Evans,0.8757897662070154,20.308695652173917,0.3574660633484163,0.9347826086956522
K. Love,0.867845278817537,93.0717391304348,0.0036567971919034,14.434782608695652
S. Novak,0.858191838928283,64.1804347826087,0.0424615384615384,1.565217391304348
N. Young,0.8343380797060636,75.86086956521739,0.049659341713847,9.521739130434783
W. Green,0.826011377125453,66.10434782608698,0.0980103168754605,8.108695652173912
T. Gibson,0.8175004127570188,68.10217391304349,0.0654271262645185,6.978260869565217
J. Terry,0.799933021912998,87.90434782608698,0.0153846153846153,14.804347826086955
J. Smith,0.7960332084857021,111.9086956521739,-0.0379475149480609,24.26086956521739
M. Thompson,0.7729258234984795,2.2065217391304346,0.4285714285714285,-0.108695652173913
