player,clutch_score,gs_diff,fg_pct_diff,to_rate_diff
J. Smith,2.099184535971062,232.3913043478261,0.0106837606837606,50.56521739130434
S. Hill,2.0431458722595273,1.2999999999999998,1.0,0.0
E. Gill,1.7414197706003158,4.215217391304348,0.8571428571428571,0.9347826086956522
M. Williams,1.7329475263020104,165.2021739130435,-0.015534232795167,23.456521739130437
L. James,1.7193648982803893,174.7173913043478,-0.0271279090800393,28.369565217391305
K. Bryant,1.6885181830574854,167.2173913043478,-0.0508377484943168,23.369565217391305
B. Roy,1.6793407505322275,143.7065217391305,0.0167688877243827,15.76086956521739
J. Terry,1.552673908186102,126.77173913043478,-0.0100004525091633,8.543478260869566
D. Wade,1.4860329286775409,156.33695652173913,-0.0435858459294517,24.847826086956523
P. Gasol,1.3703507728465985,126.33913043478265,0.0139362093510565,16.5
C. Paul,1.3572694765910198,151.88695652173914,-0.0103730295441715,29.413043478260867
M. Sene,1.340253929606663,7.849999999999998,0.6666666666666666,2.0
R. Lewis,1.3300103520360764,133.72391304347823,0.0477448071216617,24.695652173913043
T. Outlaw,1.3204850916592503,115.50217391304346,0.0249433467602838,13.0
J. Giddens,1.2822433525737134,1.5999999999999996,0.6666666666666666,0.5
D. Howard,1.2629999429478782,121.34130434782612,0.039464167319631,19.413043478260867
J. Salmons,1.244483795629628,107.48260869565216,-0.0128422336676606,8.173913043478262
R. Fernandez,1.215164401768402,97.83043478260868,0.0329491664951636,7.3478260869565215
S. Randolph,1.1533437245443323,4.297826086956521,0.6153846153846154,2.4782608695652173
B. Gordon,1.1066264709525193,119.48695652173916,-0.0424302836692047,17.391304347826086
