player,clutch_score,gs_diff,fg_pct_diff,to_rate_diff
K. Durant,2.110237070862884,176.11521739130433,-0.0185595724437214,16.26086956521739
D. Nowitzki,1.9093393340745577,187.8413043478261,-0.0157547854978337,30.043478260869566
J. Smith,1.7376584237436576,186.4304347826088,-0.0270336294018795,34.32608695652174
A. Jefferson,1.5916319250139446,117.11521739130434,0.0650013871952202,7.630434782608695
J. Terry,1.560834885079799,156.8,0.0201770082700585,27.5
A. Daniels,1.4942006306470654,2.160869565217391,0.75,-0.0217391304347826
Z. Randolph,1.4646961212340617,138.05869565217395,-0.0153616800622244,17.52173913043478
T. Young,1.335551683819697,110.89565217391308,0.0558363457847993,12.304347826086955
C. Bosh,1.2572104035121612,122.53478260869564,-0.0091981365843988,16.47826086956522
A. Stoudemire,1.2495451871793424,138.67826086956524,-0.0185519950059823,25.086956521739133
L. James,1.1369895080878956,147.05652173913035,-0.053100614581201,31.0
A. Horford,1.1029103151880566,95.58478260869568,0.0409715936031725,10.608695652173914
D. Howard,1.0910732922776185,127.95217391304342,0.0143426431687794,27.130434782608692
L. Odom,1.0874984628183932,116.11304347826086,-0.0516835504100336,15.434782608695652
M. Ginobili,1.0690408370210707,120.18478260869564,0.0139728604057503,23.5
D. Wade,1.060036621269961,146.73478260869572,-0.0779805779805779,31.543478260869566
R. Williams,0.9491830765140101,84.43913043478264,0.0081194722343047,7.108695652173913
H. Ndiaye,0.9321857121821273,3.1043478260869555,0.5,0.4565217391304348
R. Allen,0.9294987672236609,97.1239130434783,-0.0578597339782345,9.76086956521739
K. Korver,0.9223132812773993,94.45217391304348,-0.0210056266757297,11.391304347826086
