player,clutch_score,gs_diff,fg_pct_diff,to_rate_diff
S. Curry,2.3217135575358574,198.44130434782608,0.024602026049204,24.847826086956523
C. Comanche,2.0670194303711815,2.7739130434782604,1.0,0.0
B. Key,2.0544840517756815,2.0,1.0,0.0
C. Moneke,1.984682143412245,-0.5304347826086957,1.0,1.0
K. Irving,1.8642618247650011,161.37173913043478,0.0282833485958486,20.17391304347826
D. DeRozan,1.7092097615838584,153.154347826087,-0.0292556198680845,16.434782608695652
A. Davis,1.7058468762537122,135.97173913043477,0.0112973133674443,10.065217391304348
B. Adebayo,1.6861314625955535,163.70652173913044,0.0444765999881772,28.93478260869565
T. Dorsey,1.633636830539276,3.85,0.8,0.0
J. Butler,1.5371569889546763,133.14565217391308,-0.0140525838621939,12.347826086956522
D. Mitchell,1.5062675323055965,149.71521739130432,-0.0253772881161415,21.847826086956523
D. Fox,1.382889184972792,152.36086956521737,-0.016307909253038,28.32608695652174
M. Hill,1.3058413389769048,2.167391304347826,0.6666666666666666,0.0
B. Bogdanovic,1.286367874349763,129.35652173913044,-0.032221057956352,17.5
D. Windler,1.2862927024009114,1.85,0.6666666666666666,0.5
J. Brown,1.249701151512398,136.27608695652174,0.0185104046447542,26.630434782608692
X. Cooks,1.2230341865929701,12.091304347826084,0.5897435897435899,2.4347826086956523
X. Sneed,1.1839443342975045,2.180434782608695,0.625,0.9782608695652174
T. Murphy III,1.1627777107325201,88.52826086956523,0.0520964360587002,5.434782608695652
J. Tatum,1.1540356000311303,142.87826086956517,-0.033022010522711,29.630434782608692
