player,clutch_score,gs_diff,fg_pct_diff,to_rate_diff
M. Wayns,2.0442022243883615,1.3652173913043475,1.0,0.0
D. Liggins,2.0382866524668897,1.0,1.0,0.0
J. Crawford,1.7240863501568888,185.6173913043479,0.0472670798521735,40.15217391304348
P. George,1.7024966174979386,163.41304347826087,-0.0117405861168733,23.80434782608696
A. Davis,1.5057155266216709,123.07826086956524,0.0229426461981723,10.673913043478262
D. Lillard,1.4848612050257248,150.90652173913043,0.0021423486588494,25.41304347826087
D. Green,1.4505146186495552,128.2739130434783,0.0481031580169511,17.47826086956522
K. Durant,1.4072661676169742,168.10434782608698,-0.0530374465063542,33.45652173913044
L. James,1.3700074380582827,152.53695652173917,-0.0638627744079459,25.15217391304348
O. Jeffers,1.1544363715103056,2.058695652173913,0.6,-0.0217391304347826
H. Ndiaye,1.141500153065054,2.110869565217391,0.6,0.4565217391304348
D. DeRozan,1.0747630012878808,123.94782608695658,-0.05805161695886,19.78260869565217
D. Nowitzki,1.0655840462611361,117.8934782608696,-0.0747555306810938,15.391304347826086
R. Williams,1.0343915601002387,2.65,0.5555555555555556,1.0
J. Harden,1.0281640600734643,118.85217391304349,0.0123618074040204,24.043478260869566
B. Wright,1.012907133499937,76.67173913043477,0.0510752688172043,3.891304347826087
D. Jordan,1.0063108344504672,82.91521739130437,0.0463598326359832,7.260869565217391
J. Johnson,1.005719935470355,106.15869565217388,-0.0306067305330385,14.326086956521738
T. Gibson,0.9926127232751712,109.74347826086957,0.0175782593739249,20.565217391304348
M. Ellis,0.9899104475438043,122.25869565217393,0.0462251855362509,29.93478260869565
