player,clutch_score,gs_diff,fg_pct_diff,to_rate_diff
S. Curry,2.0316373971515516,184.27173913043475,0.0232998600342138,26.847826086956523
E. Freedom,1.7642449065975188,150.8608695652174,0.0649994132450157,20.608695652173918
D. Williams,1.6880193538012775,137.7,0.0685056271029121,16.130434782608695
A. Davis,1.680353140855057,124.05000000000004,0.0901017977041369,10.41304347826087
T. Antetokounmpo,1.4901586693631534,1.95,0.75,0.0
K. Lowry,1.4782478846678124,152.31086956521742,0.0044018904961288,26.608695652173918
E. Moreland,1.4530258649750376,1.3978260869565216,0.75,0.9782608695652174
J. Harden,1.4340826624172451,160.72608695652173,-0.0334203172135546,29.913043478260867
C. Alexander,1.4087348259284012,2.782608695652174,0.7142857142857143,0.5
I. Thomas,1.331934346748459,123.87391304347828,0.0187763713080169,16.82608695652174
D. Lillard,1.303251534634559,129.36739130434782,-0.0314786400710652,16.97826086956522
C. Clarke,1.2930168779370965,1.3369565217391306,0.6666666666666667,-0.0217391304347826
B. Cotton,1.2827432408157124,2.4043478260869566,0.6666666666666666,0.9347826086956522
K. Leonard,1.234215480270474,103.01304347826084,-0.0033440304151421,6.760869565217391
J. Stokes,1.169866501134572,3.049999999999999,0.6,0.0
H. Whiteside,1.1465193363550377,94.64130434782612,0.0898866531939197,12.391304347826086
J. Butler,1.1365812037087526,105.57608695652176,0.0185738789512374,13.304347826086955
S. Kaun,1.123308940380318,6.40217391304348,0.6,3.5
K. Looney,1.0983810468277266,3.502173913043477,0.5714285714285714,0.5
K. Durant,1.081734230934236,124.00217391304348,-0.055627321020707,19.76086956521739
