player,clutch_fg_pct,normal_fg_pct,fg_pct_diff,clutch_to_rate,normal_to_rate,to_rate_diff,clutch_game_score_min,normal_game_score_min,gs_diff,year
P. Ellison,0.25,0.4166666666666667,-0.16666666666666669,0.0,0.15217391304347827,-0.15217391304347827,0.44999999999999996,0.023913043478260863,0.4260869565217391,1997
D. Rodman,0.3287671232876712,0.4557823129251701,-0.12701518963749886,12.0,2.5,9.5,10.699999999999989,5.739130434782611,4.9608695652173775,1997
D. Wesley,0.4594594594594595,0.47132867132867134,-0.01186921186921186,27.5,3.391304347826087,24.108695652173914,82.65,10.706521739130435,71.94347826086957,1997
M. Jordan,0.4897959183673469,0.47736842105263155,0.012427497314715374,27.0,3.5,23.5,214.60000000000002,30.239130434782613,184.3608695652174,1997
E. Williams,0.46206896551724136,0.45481481481481484,0.007254150702426521,16.0,2.3260869565217392,13.673913043478262,46.25000000000003,10.089130434782607,36.160869565217425,1997
S. Pippen,0.44224422442244227,0.4686588921282799,-0.026414667705837613,20.5,4.956521739130435,15.543478260869566,98.65,20.065217391304344,78.58478260869566,1997
R. Harper,0.4,0.4309978768577495,-0.030997876857749462,3.0,1.1956521739130435,1.8043478260869565,28.79999999999999,7.163043478260871,21.63695652173912,1997
L. Longley,0.4,0.48091603053435117,-0.08091603053435115,8.0,2.6739130434782608,5.326086956521739,10.350000000000001,5.117391304347828,5.232608695652173,1997
A. Walker,0.43575418994413406,0.4222668004012036,0.013487389542930439,23.5,3.9782608695652173,19.52173913043478,101.0,9.76086956521739,91.23913043478261,1997
R. Fox,0.4532710280373832,0.45652173913043476,-0.0032507110930515837,21.0,2.9565217391304346,18.043478260869566,78.5,10.826086956521742,67.67391304347825,1997
T. Kukoc,0.4745762711864407,0.44129554655870445,0.033280724627736236,16.5,1.6304347826086956,14.869565217391305,89.35000000000001,7.204347826086958,82.14565217391305,1997
F. Brickowski,0.29411764705882354,0.48214285714285715,-0.1880252100840336,2.5,0.30434782608695654,2.1956521739130435,-2.45,0.5521739130434782,-3.002173913043478,1997
D. Barros,0.43661971830985913,0.4340659340659341,0.00255378424392505,4.5,0.6521739130434783,3.8478260869565215,22.000000000000004,2.354347826086957,19.645652173913046,1997
T. Day,0.423841059602649,0.3864942528735632,0.0373468067290858,18.0,1.9782608695652173,16.02173913043478,104.75,8.502173913043475,96.24782608695652,1997
B. Wennington,0.4411764705882353,0.5073891625615764,-0.06621269197334112,5.5,0.43478260869565216,5.065217391304348,4.650000000000002,2.4847826086956517,2.1652173913043504,1997
R. Brown,0.47101449275362317,0.37333333333333335,0.09768115942028982,8.5,0.9782608695652174,7.521739130434782,43.050000000000004,1.6586956521739133,41.39130434782609,1997
B. Szabo,0.4,0.46511627906976744,-0.06511627906976741,6.0,0.6304347826086957,5.369565217391305,12.099999999999998,0.795652173913044,11.304347826086953,1997
S. Kerr,0.5154185022026432,0.5205047318611987,-0.005086229658555541,9.0,0.717391304347826,8.282608695652174,115.55000000000004,6.0978260869565215,109.45217391304352,1997
D. Simpkins,0.3018867924528302,0.375,-0.07311320754716982,11.5,0.2608695652173913,11.23913043478261,-0.5500000000000007,0.31739130434782625,-0.867391304347827,1997
J. Buechler,0.391304347826087,0.35135135135135137,0.0399529964747356,7.5,0.2826086956521739,7.217391304347826,26.75,0.5934782608695655,26.156521739130433,1997
R. Parish,0.4878048780487805,0.46788990825688076,0.019914969791899717,4.0,0.43478260869565216,3.5652173913043477,10.2,1.1108695652173912,9.089130434782607,1997
S. Bradley,0.4368421052631579,0.45174825174825173,-0.014906146485093807,16.0,2.217391304347826,13.782608695652174,41.89999999999999,7.908695652173912,33.99130434782608,1997
C. Mills,0.3723404255319149,0.4745042492917847,-0.10216382375986982,11.0,2.130434782608696,8.869565217391305,58.45000000000002,10.92173913043478,47.52826086956524,1997
B. Sura,0.38562091503267976,0.4470046082949309,-0.06138369326225113,28.0,2.717391304347826,25.282608695652172,32.0,5.323913043478263,26.676086956521736,1997
K. Gill,0.4567901234567901,0.43932683790965454,0.017463285547135554,25.0,3.652173913043478,21.347826086956523,139.40000000000006,15.260869565217394,124.13913043478267,1997
T. Brandon,0.44039735099337746,0.437190900098912,0.0032064508944654735,22.0,2.9130434782608696,19.08695652173913,120.35,12.089130434782609,108.26086956521739,1997
M. West,0.5833333333333334,0.5535714285714286,0.029761904761904767,3.0,1.0,2.0,3.9000000000000004,1.7304347826086952,2.1695652173913054,1997
T. Hill,0.6239316239316239,0.5941422594142259,0.029789364517397998,19.5,2.347826086956522,17.152173913043477,69.9,11.171739130434787,58.72826086956522,1997
J. Williams,0.375886524822695,0.42035398230088494,-0.04446745747818992,11.5,1.5869565217391304,9.91304347826087,34.4,5.141304347826086,29.258695652173913,1997
R. Pack,0.35555555555555557,0.40545808966861596,-0.04990253411306039,28.5,3.4782608695652173,25.02173913043478,25.79999999999999,4.110869565217394,21.689130434782598,1997
E. O'Bannon,0.3238095238095238,0.3390804597701149,-0.015270935960591092,2.5,0.32608695652173914,2.1739130434782608,21.150000000000006,1.026086956521739,20.123913043478268,1997
D. Ferry,0.41089108910891087,0.4358108108108108,-0.024919721701899933,14.5,1.4130434782608696,13.08695652173913,52.150000000000006,6.647826086956522,45.502173913043485,1997
X. McDaniel,0.45714285714285713,0.36,0.09714285714285714,7.5,1.1956521739130435,6.304347826086957,33.45,1.7217391304347824,31.72826086956522,1997
R. Geary,0.43243243243243246,0.2857142857142857,0.14671814671814676,4.5,0.13043478260869565,4.369565217391305,6.65,-0.05217391304347825,6.702173913043478,1997
