player,clutch_fg_pct,normal_fg_pct,fg_pct_diff,clutch_to_rate,normal_to_rate,to_rate_diff,clutch_game_score_min,normal_game_score_min,gs_diff,year,cluster_3,cluster_4,cluster_5,cluster_6,cluster_7,cluster_8,cluster_9,cluster_10
C. Bosh,0.5083333333333333,0.4811188811188811,0.0272144522144521,15.0,2.3260869565217392,12.673913043478262,100.10000000000002,11.72608695652174,88.37391304347828,2012,0,0,4,0,0,4,8,8
M. Chalmers,0.4191176470588235,0.4526315789473684,-0.0335139318885449,11.5,3.5,8.0,37.05,7.639130434782611,29.410869565217396,2012,1,1,1,4,1,1,1,9
D. Wade,0.4700598802395209,0.4908503767491927,-0.0207904965096717,30.5,2.9565217391304346,27.543478260869566,103.65000000000003,14.684782608695654,88.96521739130438,2012,0,0,0,5,0,0,0,8
D. Nowitzki,0.4157706093189964,0.4699519230769231,-0.0541813137579266,18.0,1.9782608695652173,16.02173913043478,103.6,13.934782608695654,89.66521739130435,2012,0,0,0,0,0,4,8,8
R. Smits,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,1,3,3,3,6,2,2,2
J. Kidd,0.2758620689655172,0.37890625,-0.1030441810344827,11.0,1.7391304347826086,9.26086956521739,8.0,3.760869565217392,4.239130434782608,2012,1,3,1,3,1,2,1,1
J. Anthony,0.6666666666666666,0.55,0.1166666666666665,2.0,1.065217391304348,0.934782608695652,16.25,3.358695652173912,12.891304347826088,2012,1,3,3,1,6,7,7,7
N. Cole,0.3696969696969697,0.3975155279503105,-0.0278185582533408,21.5,1.4565217391304348,20.043478260869566,17.400000000000006,1.7000000000000004,15.700000000000005,2012,1,1,1,4,4,1,4,4
L. Odom,0.3108108108108108,0.3636363636363636,-0.0528255528255528,4.0,0.9565217391304348,3.0434782608695654,11.950000000000005,1.8739130434782607,10.076086956521744,2012,1,3,3,3,6,2,2,1
I. Mahinmi,0.56,0.5495049504950495,0.0104950495049505,7.5,0.782608695652174,6.717391304347826,21.8,4.371739130434783,17.428260869565214,2012,1,3,1,4,1,1,1,7
J. Terry,0.4414715719063545,0.4260869565217391,0.0153846153846153,17.0,2.1956521739130435,14.804347826086955,94.45000000000002,6.545652173913044,87.90434782608698,2012,0,0,4,0,0,4,8,8
J. Howard,0.3534482758620689,0.3919753086419753,-0.0385270327799063,12.5,1.0869565217391304,11.41304347826087,23.10000000000001,2.656521739130435,20.44347826086957,2012,1,1,1,4,1,1,1,4
U. Haslem,0.5114503816793893,0.3949044585987261,0.1165459230806631,10.0,1.3043478260869563,8.695652173913043,58.65000000000002,4.07608695652174,54.57391304347828,2012,0,1,4,4,4,4,8,9
S. Battier,0.3523809523809524,0.3944954128440367,-0.0421144604630843,6.5,0.8695652173913043,5.630434782608695,22.39999999999999,4.713043478260871,17.68695652173912,2012,1,3,1,4,1,1,1,1
B. Cardinal,0.2580645161290322,0.2692307692307692,-0.0111662531017369,1.0,0.1304347826086956,0.8695652173913043,4.050000000000001,-0.0282608695652174,4.078260869565218,2012,1,3,3,3,6,2,2,2
J. Jones,0.3898305084745763,0.373134328358209,0.0166961801163673,3.5,0.1521739130434782,3.347826086956521,18.6,2.0521739130434784,16.547826086956523,2012,1,3,1,1,1,7,7,7
D. West,0.4342629482071713,0.4834834834834834,-0.0492205352763121,19.0,3.282608695652174,15.717391304347826,71.80000000000003,14.523913043478265,57.276086956521766,2012,0,1,4,0,0,4,4,8
B. Wright,0.5454545454545454,0.6533333333333333,-0.1078787878787879,5.0,0.3043478260869565,4.695652173913043,37.39999999999999,3.823913043478261,33.57608695652173,2012,1,1,1,4,1,1,1,9
R. Beaubois,0.4067796610169492,0.425531914893617,-0.0187522538766678,11.5,1.0434782608695652,10.456521739130435,34.14999999999999,3.3086956521739133,30.84130434782608,2012,1,1,1,4,1,1,1,9
D. Jones,0.39568345323741,0.3991416309012875,-0.0034581776638775,15.0,1.0217391304347827,13.978260869565217,42.54999999999998,2.1065217391304345,40.44347826086955,2012,0,1,4,4,4,1,1,4
M. Gladness,0.375,0.4418604651162791,-0.066860465116279,2.5,0.0434782608695652,2.4565217391304346,2.499999999999999,0.4108695652173912,2.089130434782608,2012,1,3,3,3,6,2,2,1
D. Pittman,0.375,0.5,-0.125,3.0,0.2391304347826087,2.760869565217391,2.25,0.6217391304347828,1.6282608695652172,2012,1,3,3,3,6,2,2,1
T. Harris,0.4608695652173913,0.4028776978417266,0.0579918673756646,15.0,0.5652173913043478,14.434782608695652,41.94999999999999,1.047826086956522,40.90217391304347,2012,0,1,4,4,4,1,4,4
P. Gasol,0.4675324675324675,0.4981905910735826,-0.0306581235411151,17.5,2.739130434782609,14.76086956521739,87.84999999999998,13.002173913043482,74.8478260869565,2012,0,0,4,0,0,4,8,8
D. Rose,0.4099378881987577,0.4398563734290844,-0.0299184852303266,11.5,2.1956521739130435,9.304347826086955,55.800000000000026,6.495652173913044,49.30434782608698,2012,0,1,4,4,4,1,8,9
J. McRoberts,0.4285714285714285,0.4827586206896552,-0.0541871921182266,4.5,0.5217391304347826,3.978260869565217,7.499999999999998,1.306521739130435,6.193478260869563,2012,1,3,3,3,6,2,2,1
R. Hamilton,0.25,0.4651162790697674,-0.2151162790697674,3.0,1.108695652173913,1.891304347826087,-1.649999999999998,3.391304347826087,-5.041304347826085,2012,1,3,3,3,3,2,6,1
C. Boozer,0.52,0.5217391304347826,-0.0017391304347825,10.0,2.565217391304348,7.434782608695652,51.79999999999999,11.55,40.24999999999999,2012,1,1,1,4,4,1,1,9
J. Noah,0.4848484848484848,0.5244444444444445,-0.0395959595959596,10.5,1.565217391304348,8.934782608695652,38.650000000000006,9.130434782608694,29.51956521739131,2012,1,1,1,4,1,1,1,9
D. Fisher,0.375,0.3848484848484848,-0.0098484848484848,9.5,1.3043478260869563,8.195652173913043,30.600000000000016,2.7760869565217403,27.823913043478274,2012,1,1,1,4,1,1,1,9
K. Bryant,0.3903002309468822,0.4460132890365448,-0.0557130580896626,26.5,4.021739130434782,22.47826086956522,112.20000000000002,16.313043478260873,95.88695652173914,2012,0,0,0,5,0,0,0,8
L. Deng,0.449438202247191,0.4070121951219512,0.0424260071252398,10.5,1.8478260869565215,8.652173913043478,63.400000000000006,7.852173913043478,55.547826086956526,2012,0,1,4,0,4,4,8,9
D. Ebanks,0.375,0.4270833333333333,-0.0520833333333333,2.0,0.3478260869565217,1.6521739130434785,9.25,0.9065217391304352,8.343478260869565,2012,1,3,3,3,6,2,2,2
O. Asik,0.4727272727272727,0.5217391304347826,-0.0490118577075098,15.0,1.0,14.0,19.050000000000004,1.8760869565217384,17.173913043478265,2012,1,1,1,4,1,1,1,4
R. Brewer,0.4027777777777778,0.4241645244215938,-0.021386746643816,5.5,1.173913043478261,4.326086956521739,19.25,4.760869565217392,14.489130434782606,2012,1,3,1,3,1,2,2,1
C. Watson,0.3378378378378378,0.3602305475504322,-0.0223927097125944,12.5,1.7173913043478262,10.782608695652174,24.650000000000013,2.5130434782608706,22.136956521739144,2012,1,1,1,4,1,1,1,4
S. Blake,0.3823529411764705,0.3859649122807017,-0.0036119711042311,12.5,1.3478260869565215,11.152173913043478,14.900000000000002,2.058695652173913,12.841304347826089,2012,1,1,1,4,1,1,1,7
T. Murphy,0.5217391304347826,0.4285714285714285,0.093167701863354,5.0,0.391304347826087,4.608695652173913,13.699999999999996,1.686956521739131,12.013043478260863,2012,1,3,1,1,1,7,7,7
T. Gibson,0.5367647058823529,0.4713375796178344,0.0654271262645185,8.0,1.0217391304347827,6.978260869565217,71.7,3.597826086956521,68.10217391304349,2012,0,1,4,0,4,4,8,9
A. Goudelock,0.3389830508474576,0.423728813559322,-0.0847457627118644,3.5,0.3043478260869565,3.1956521739130435,6.700000000000001,1.0804347826086955,5.6195652173913055,2012,1,3,3,3,6,2,2,1
M. World Peace,0.3712121212121212,0.3969465648854962,-0.0257344436733749,9.0,1.2173913043478262,7.782608695652174,28.450000000000003,4.719565217391305,23.730434782608697,2012,1,1,1,4,1,1,1,9
K. Korver,0.3692307692307692,0.4811715481171548,-0.1119407788863855,13.0,0.6956521739130435,12.304347826086955,51.000000000000014,4.336956521739132,46.66304347826088,2012,0,1,4,4,4,1,1,4
S. Ibaka,0.5915492957746479,0.5259515570934256,0.0655977386812223,8.5,1.5869565217391304,6.913043478260869,30.250000000000007,9.623913043478264,20.626086956521743,2012,1,1,1,4,1,7,7,7
R. Anderson,0.4226190476190476,0.4360189573459715,-0.0133999097269239,5.5,1.1956521739130437,4.304347826086957,77.34999999999998,11.056521739130432,66.29347826086955,2012,0,1,4,0,4,4,8,9
K. Durant,0.4721549636803874,0.5098658247829518,-0.0377108611025644,25.0,5.673913043478261,19.32608695652174,184.55,24.082608695652173,160.46739130434784,2012,0,0,0,5,5,0,0,0
D. Howard,0.576,0.5723793677204659,0.003620632279534,18.0,3.0217391304347827,14.978260869565217,70.75,12.6695652173913,58.0804347826087,2012,0,1,4,0,4,4,4,8
T. Sefolosha,0.5217391304347826,0.4102564102564102,0.1114827201783723,4.5,0.9130434782608696,3.5869565217391304,9.65,3.7326086956521736,5.9173913043478255,2012,1,3,3,1,6,7,7,7
R. Westbrook,0.431547619047619,0.456245325355273,-0.0246977063076539,30.0,4.869565217391305,25.130434782608692,109.35,17.199999999999996,92.15,2012,0,0,0,5,0,0,0,8
K. Perkins,0.4545454545454545,0.4716981132075472,-0.0171526586620926,7.5,2.869565217391304,4.630434782608695,11.800000000000004,3.063043478260869,8.736956521739135,2012,1,3,3,3,1,2,2,1
J. Richardson,0.3592233009708738,0.4157509157509158,-0.0565276147800419,5.0,1.1956521739130437,3.804347826086957,23.5,6.404347826086956,17.09565217391304,2012,1,3,1,3,1,2,1,1
J. Nelson,0.3719512195121951,0.439922480620155,-0.0679712611079599,12.5,2.608695652173913,9.891304347826086,32.15000000000001,4.771739130434782,27.37826086956523,2012,1,1,1,4,1,1,1,9
H. Turkoglu,0.4420289855072464,0.4004914004914005,0.0415375850158459,16.0,2.5869565217391304,13.41304347826087,42.50000000000001,2.7478260869565223,39.752173913043485,2012,0,1,4,4,4,1,1,4
G. Davis,0.423841059602649,0.423728813559322,0.0001122460433269,8.5,1.4565217391304348,7.043478260869565,45.4,5.260869565217392,40.13913043478261,2012,1,1,1,4,4,1,1,9
N. Collison,0.5606060606060606,0.6236559139784946,-0.063049853372434,9.0,1.1956521739130437,7.804347826086957,24.80000000000001,3.7326086956521753,21.06739130434784,2012,1,1,1,4,1,1,1,1
J. Redick,0.4,0.4352678571428571,-0.0352678571428571,15.0,0.9565217391304348,14.043478260869565,50.650000000000006,7.056521739130434,43.59347826086957,2012,0,1,4,4,4,1,4,4
N. Mohammed,0.3170731707317073,0.5138888888888888,-0.1968157181571815,3.0,0.4782608695652174,2.5217391304347827,1.1500000000000012,1.8739130434782607,-0.7239130434782595,2012,1,3,3,3,3,2,2,1
E. Clark,0.2826086956521739,0.4144144144144144,-0.1318057187622405,3.5,0.4782608695652174,3.0217391304347827,1.1000000000000014,1.0739130434782609,0.0260869565217405,2012,1,3,3,3,6,2,2,1
J. Harden,0.52,0.4586846543001686,0.0613153456998313,28.5,2.652173913043478,25.847826086956523,142.40000000000003,12.11521739130435,130.28478260869568,2012,0,0,0,5,5,0,0,0
C. Duhon,0.3725490196078431,0.4267515923566879,-0.0542025727488447,13.5,1.326086956521739,12.173913043478262,7.099999999999998,1.4456521739130437,5.654347826086954,2012,1,3,1,4,1,1,1,1
E. Maynor,0.3529411764705882,0.3636363636363636,-0.0106951871657753,3.0,0.108695652173913,2.891304347826087,0.0500000000000002,0.1934782608695652,-0.143478260869565,2012,1,3,3,3,6,2,2,2
D. Cook,0.3620689655172414,0.3732718894009216,-0.0112029238836802,2.0,0.2608695652173913,1.7391304347826086,34.10000000000001,2.365217391304348,31.73478260869566,2012,1,3,1,4,1,1,1,7
V. Wafer,0.5,0.4027777777777778,0.0972222222222222,10.0,0.3478260869565217,9.652173913043478,27.849999999999994,0.6586956521739128,27.191304347826083,2012,1,1,1,4,1,1,1,7
Q. Richardson,0.46,0.345679012345679,0.114320987654321,5.5,0.5217391304347826,4.978260869565218,14.850000000000003,1.8086956521739137,13.041304347826092,2012,1,3,1,1,1,7,7,7
A. Biedrins,0.5,0.6166666666666667,-0.1166666666666667,1.0,0.2608695652173913,0.7391304347826086,0.4999999999999991,1.2391304347826084,-0.7391304347826093,2012,1,3,3,3,6,2,2,1
C. Billups,0.3137254901960784,0.3785310734463277,-0.0648055832502492,4.0,0.6521739130434783,3.347826086956521,19.950000000000006,2.1282608695652185,17.82173913043479,2012,1,3,3,3,1,2,2,1
S. Curry,0.4150943396226415,0.5061728395061729,-0.0910784998835313,7.5,1.0869565217391304,6.413043478260869,14.500000000000004,3.834782608695651,10.665217391304353,2012,1,3,3,3,1,2,1,1
C. Paul,0.48,0.4655172413793103,0.0144827586206896,18.5,2.8260869565217392,15.673913043478262,142.35000000000002,12.20434782608696,130.14565217391305,2012,0,0,0,5,5,0,0,0
M. Ellis,0.4476190476190476,0.4289156626506024,0.0187033849684452,16.0,3.152173913043478,12.847826086956522,62.60000000000002,8.647826086956524,53.952173913043495,2012,0,1,4,0,4,4,8,4
D. Jordan,0.8,0.6012084592145015,0.1987915407854985,3.5,1.608695652173913,1.891304347826087,30.450000000000003,7.054347826086956,23.39565217391305,2012,1,2,1,1,1,7,7,7
C. Butler,0.2906976744186046,0.4149085794655415,-0.1242109050469368,4.5,1.826086956521739,2.6739130434782608,7.700000000000001,7.9543478260869565,-0.2543478260869554,2012,1,3,3,3,6,2,2,1
D. Lee,0.50920245398773,0.5019762845849802,0.0072261694027497,15.5,2.565217391304348,12.934782608695652,61.94999999999999,11.57826086956522,50.37173913043477,2012,0,1,4,0,4,4,8,4
D. Wright,0.4565217391304347,0.41875,0.0377717391304347,2.5,1.0,1.5,20.850000000000005,7.641304347826087,13.20869565217392,2012,1,3,3,1,6,7,7,7
B. Griffin,0.5592417061611374,0.5383043922369765,0.0209373139241609,21.0,2.891304347826087,18.108695652173918,90.45000000000002,16.330434782608695,74.11956521739133,2012,0,0,4,0,0,4,4,8
E. Udoh,0.4137931034482758,0.4345991561181435,-0.0208060526698676,6.0,0.8913043478260869,5.108695652173913,17.9,2.7934782608695654,15.106521739130432,2012,1,3,1,3,1,7,1,1
K. Thompson,0.4520547945205479,0.438877755511022,0.0131770390095258,14.5,1.608695652173913,12.891304347826086,65.35000000000002,5.35217391304348,59.99782608695654,2012,0,1,4,0,4,4,8,8
B. Rush,0.4625850340136054,0.5186335403726708,-0.0560485063590653,12.0,0.9565217391304348,11.043478260869565,55.85,6.47608695652174,49.373913043478254,2012,0,1,4,4,4,1,8,9
M. Williams,0.4023668639053254,0.4353741496598639,-0.0330072857545384,22.0,2.0869565217391304,19.91304347826087,90.20000000000002,12.680434782608694,77.51956521739132,2012,0,0,4,0,0,4,4,8
R. Foye,0.3757575757575757,0.403254972875226,-0.0274973971176503,6.5,1.565217391304348,4.934782608695652,39.45000000000002,6.010869565217393,33.439130434782626,2012,1,1,1,4,1,1,1,9
I. Smith,0.3461538461538461,0.4,-0.0538461538461538,2.0,0.1956521739130435,1.8043478260869563,6.3000000000000025,0.45,5.850000000000002,2012,1,3,3,3,6,2,2,2
R. Gomes,0.1851851851851851,0.3823529411764705,-0.1971677559912854,2.0,0.2391304347826087,1.7608695652173914,-1.1499999999999997,0.5717391304347829,-1.7217391304347824,2012,1,3,3,3,3,2,2,1
B. Cook,0.3333333333333333,0.3,0.0333333333333333,2.5,0.1304347826086956,2.369565217391304,7.150000000000002,0.0869565217391303,7.063043478260871,2012,1,3,3,1,6,2,2,2
D. McGuire,0.4328358208955223,0.4545454545454545,-0.0217096336499321,7.5,0.8913043478260869,6.608695652173913,26.6,1.7173913043478262,24.882608695652173,2012,1,1,1,4,1,1,1,7
K. Brown,0.6666666666666666,0.5,0.1666666666666666,2.0,0.217391304347826,1.7826086956521738,1.25,0.6347826086956523,0.6152173913043477,2012,1,3,3,1,6,7,7,7
J. McGee,0.5585585585585585,0.5425101214574899,0.0160484371010686,7.5,1.6521739130434785,5.8478260869565215,49.05000000000001,7.717391304347829,41.33260869565218,2012,1,1,1,4,4,1,1,9
R. Lewis,0.4482758620689655,0.375,0.0732758620689655,1.0,0.6521739130434783,0.3478260869565217,12.700000000000005,1.5695652173913053,11.130434782608695,2012,1,3,3,1,6,7,7,7
K. Humphries,0.4958677685950413,0.4781818181818182,0.0176859504132231,10.5,2.130434782608696,8.369565217391305,65.9,9.104347826086956,56.79565217391305,2012,0,1,4,0,4,4,8,9
A. Morrow,0.4174757281553398,0.411504424778761,0.0059713033765787,13.0,0.9565217391304348,12.043478260869565,62.8,5.341304347826088,57.45869565217391,2012,0,1,4,0,4,4,8,9
J. Wall,0.3743016759776536,0.4349650349650349,-0.0606633589873813,27.0,4.369565217391305,22.630434782608692,32.30000000000001,8.160869565217391,24.139130434782626,2012,0,1,4,4,4,1,4,4
J. Petro,0.410958904109589,0.4224598930481283,-0.0115009889385393,2.5,0.717391304347826,1.7826086956521738,22.55,1.3978260869565209,21.15217391304348,2012,1,3,1,3,1,7,2,7
J. Crawford,0.3897911832946635,0.3938879456706282,-0.0040967623759646,38.5,3.804347826086957,34.69565217391305,112.35000000000002,11.369565217391305,100.98043478260873,2012,0,0,0,5,5,0,0,0
D. Williams,0.3954802259887006,0.4126696832579185,-0.0171894572692179,41.0,4.652173913043479,36.34782608695652,91.55000000000004,12.72608695652174,78.8239130434783,2012,0,0,0,5,0,0,0,0
A. Blatche,0.3947368421052631,0.3768115942028985,0.0179252479023646,2.5,0.6956521739130435,1.8043478260869563,9.250000000000004,1.456521739130435,7.793478260869568,2012,1,3,3,3,6,2,2,2
D. James,0.2857142857142857,0.3928571428571428,-0.1071428571428571,1.5,0.1956521739130435,1.3043478260869563,-0.6499999999999999,0.2717391304347825,-0.9217391304347824,2012,1,3,3,3,6,2,2,1
M. Okur,0.2,0.4122807017543859,-0.2122807017543859,3.5,0.391304347826087,3.108695652173913,-4.300000000000001,1.11304347826087,-5.413043478260871,2012,1,3,3,3,3,2,2,1
R. Turiaf,0.6666666666666666,0.5625,0.1041666666666666,0.5,0.4130434782608695,0.0869565217391304,3.55,0.7934782608695649,2.756521739130435,2012,1,3,3,1,6,7,7,2
J. Farmar,0.4859813084112149,0.4567307692307692,0.0292505391804457,7.5,1.1521739130434785,6.3478260869565215,35.00000000000001,2.752173913043478,32.24782608695653,2012,1,1,1,4,1,1,1,9
N. Young,0.4411764705882353,0.3915171288743883,0.049659341713847,11.0,1.4782608695652173,9.521739130434783,81.8,5.9391304347826095,75.86086956521739,2012,0,1,4,0,0,4,8,8
S. Williams,0.4418604651162791,0.4014084507042254,0.0404520144120537,11.0,1.4782608695652173,9.521739130434783,30.55,3.597826086956524,26.952173913043477,2012,1,1,1,4,1,1,1,9
C. Singleton,0.3877551020408163,0.3688212927756654,0.0189338092651509,3.0,0.6956521739130435,2.3043478260869565,15.250000000000004,2.804347826086956,12.445652173913048,2012,1,3,3,1,6,7,7,7
M. Brooks,0.4236111111111111,0.4294354838709677,-0.0058243727598566,12.5,2.0217391304347827,10.478260869565217,32.55,5.106521739130436,27.44347826086956,2012,1,1,1,4,1,1,1,9
T. Booker,0.5657894736842105,0.5207547169811321,0.0450347567030784,8.5,0.8913043478260869,7.608695652173913,33.1,4.373913043478259,28.72608695652174,2012,1,1,1,4,1,1,1,9
S. Mack,0.4111111111111111,0.3923076923076923,0.0188034188034187,9.5,0.6304347826086957,8.869565217391305,23.9,0.9608695652173916,22.93913043478261,2012,1,1,1,4,1,1,1,7
S. Gaines,0.4,0.3636363636363636,0.0363636363636363,6.0,0.8695652173913043,5.130434782608695,34.3,1.5413043478260875,32.75869565217391,2012,1,1,1,4,1,1,1,9
R. Mason Jr.,0.4347826086956521,0.3706293706293706,0.0641532380662815,8.0,0.3478260869565217,7.6521739130434785,38.900000000000006,1.193478260869565,37.70652173913044,2012,1,1,1,4,4,1,1,9
D. White,0.4444444444444444,0.5073529411764706,-0.0629084967320261,6.5,0.6521739130434783,5.8478260869565215,20.6,3.573913043478261,17.02608695652174,2012,1,3,1,4,1,1,1,1
B. Diaw,0.3857142857142857,0.4700854700854701,-0.0843711843711843,11.0,2.282608695652174,8.717391304347826,9.849999999999998,3.667391304347826,6.182608695652172,2012,1,3,1,3,1,2,1,1
A. Bogut,0.4090909090909091,0.4561403508771929,-0.0470494417862838,2.5,0.4130434782608695,2.0869565217391304,2.7500000000000018,1.2630434782608695,1.486956521739132,2012,1,3,3,3,6,2,2,2
G. Henderson,0.5163934426229508,0.4475873544093178,0.068806088213633,7.5,1.8478260869565215,5.652173913043479,43.2,6.808695652173912,36.391304347826086,2012,1,1,1,4,1,1,1,9
S. Jackson,0.3586206896551724,0.4131054131054131,-0.0544847234502406,14.5,2.0,12.5,31.9,3.854347826086958,28.04565217391304,2012,1,1,1,4,4,1,1,4
D. Augustin,0.3626373626373626,0.3787878787878788,-0.0161505161505161,7.0,2.0869565217391304,4.913043478260869,23.000000000000007,3.143478260869565,19.856521739130443,2012,1,3,1,4,1,1,1,7
M. Dunleavy,0.4265734265734265,0.4930747922437673,-0.0665013656703407,8.0,0.9130434782608696,7.086956521739131,56.45,6.315217391304349,50.13478260869565,2012,0,1,4,4,4,1,8,9
E. Ilyasova,0.4363636363636363,0.5051334702258727,-0.0687698338622364,6.0,1.391304347826087,4.608695652173913,45.44999999999999,9.67608695652174,35.773913043478245,2012,1,1,1,4,1,1,1,9
C. Maggette,0.3958333333333333,0.3692307692307692,0.026602564102564,5.0,1.065217391304348,3.934782608695652,30.050000000000004,3.6673913043478255,26.382608695652177,2012,1,1,1,4,1,7,1,7
B. Jennings,0.3964912280701754,0.4258373205741627,-0.0293460925039872,12.0,2.652173913043478,9.347826086956522,82.60000000000001,9.963043478260875,72.63695652173914,2012,0,1,4,0,4,4,8,8
D. Gooden,0.4456521739130434,0.4353982300884956,0.0102539438245478,8.0,2.0217391304347827,5.978260869565217,36.10000000000001,7.308695652173912,28.79130434782609,2012,1,1,1,4,1,1,1,9
S. Livingston,0.5833333333333334,0.4360189573459715,0.1473143759873618,6.5,1.1521739130434785,5.3478260869565215,26.35,1.8586956521739135,24.491304347826087,2012,1,1,1,1,1,7,7,7
K. Walker,0.3953488372093023,0.3550724637681159,0.0402763734411863,13.0,2.0217391304347827,10.978260869565217,56.35000000000001,4.839130434782609,51.5108695652174,2012,0,1,4,0,4,4,8,9
L. Sanders,0.4246575342465753,0.4774774774774775,-0.0528199432309021,9.0,0.5434782608695652,8.456521739130435,6.600000000000005,1.1173913043478263,5.4826086956521785,2012,1,3,1,3,1,2,1,1
D. Brown,0.4736842105263157,0.5398550724637681,-0.0661708619374523,7.5,0.8695652173913043,6.630434782608695,43.55,5.282608695652173,38.26739130434783,2012,1,1,1,4,1,1,1,9
B. Udrih,0.4122807017543859,0.4541284403669725,-0.0418477386125865,14.5,1.0434782608695652,13.456521739130435,20.350000000000016,1.936956521739132,18.413043478260885,2012,1,1,1,4,1,1,1,4
B. Mullens,0.391304347826087,0.434878587196468,-0.043574239370381,12.5,1.065217391304348,11.434782608695652,25.15,4.8500000000000005,20.3,2012,1,1,1,4,1,1,1,4
M. Carroll,0.3676470588235294,0.3033707865168539,0.0642762723066754,6.0,0.2608695652173913,5.739130434782608,14.700000000000005,0.1934782608695651,14.506521739130438,2012,1,3,1,1,1,7,7,7
B. Biyombo,0.4666666666666667,0.463302752293578,0.0033639143730886,6.0,1.2826086956521738,4.717391304347826,23.85,2.315217391304348,21.53478260869565,2012,1,3,1,4,1,7,1,7
D. Diop,0.4,0.3513513513513513,0.0486486486486486,0.5,0.391304347826087,0.108695652173913,3.349999999999999,-0.0739130434782609,3.4239130434782603,2012,1,3,3,1,6,2,2,2
G. Hill,0.4221105527638191,0.4504748982360922,-0.0283643454722731,14.0,2.4130434782608696,11.58695652173913,64.20000000000002,10.067391304347824,54.1326086956522,2012,0,1,4,0,4,4,8,9
E. Perry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,1,3,3,3,6,2,2,2
K. Lowry,0.4012345679012346,0.4131054131054131,-0.0118708452041785,19.5,1.9782608695652173,17.52173913043478,47.45,5.228260869565219,42.221739130434784,2012,0,1,4,0,4,4,4,4
J. Hill,0.55,0.4556962025316455,0.0943037974683544,6.5,0.5434782608695652,5.956521739130435,26.35,2.071739130434782,24.27826086956522,2012,1,1,1,1,1,7,7,7
S. Dalembert,0.475,0.5098591549295775,-0.0348591549295774,4.0,1.608695652173913,2.391304347826087,19.599999999999994,5.802173913043476,13.79782608695652,2012,1,3,3,3,1,2,2,1
K. Martin,0.4216867469879518,0.4281200631911532,-0.0064333162032014,11.0,1.826086956521739,9.173913043478262,40.35000000000001,8.734782608695655,31.615217391304355,2012,1,1,1,4,4,1,1,9
L. Scola,0.4210526315789473,0.5033112582781457,-0.0822586266991983,11.5,2.8260869565217392,8.673913043478262,29.85,9.21086956521739,20.63913043478261,2012,1,1,1,4,1,1,1,1
K. Jennings,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,1,3,3,3,6,2,2,2
C. Budinger,0.3904109589041096,0.4646153846153846,-0.074204425711275,12.0,0.6739130434782609,11.326086956521738,42.150000000000006,5.067391304347825,37.08260869565218,2012,0,1,1,4,4,1,1,4
J. Adrien,0.4615384615384615,0.3333333333333333,0.1282051282051282,0.5,0.0217391304347826,0.4782608695652174,4.85,0.0065217391304347,4.843478260869565,2012,1,3,3,1,6,7,7,7
T. Williams,0.3956043956043956,0.4579439252336448,-0.0623395296292492,9.5,0.5217391304347826,8.978260869565217,17.800000000000008,1.269565217391304,16.530434782608705,2012,1,1,1,4,1,1,1,1
M. Morris Sr.,0.3666666666666666,0.2083333333333333,0.1583333333333333,1.5,0.0217391304347826,1.4782608695652173,3.75,-0.0456521739130433,3.795652173913044,2012,1,3,3,1,6,7,7,7
C. Lee,0.4172661870503597,0.4376417233560091,-0.0203755363056493,9.0,1.0,8.0,44.65,5.834782608695655,38.81521739130434,2012,1,1,1,4,4,1,1,9
G. Dragic,0.4594594594594595,0.4626506024096385,-0.003191142950179,24.0,2.369565217391304,21.630434782608692,58.54999999999998,5.310869565217391,53.2391304347826,2012,0,1,4,0,0,4,4,4
R. Fox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,1,3,3,3,6,2,2,2
A. Varejao,0.5952380952380952,0.4944444444444444,0.1007936507936507,2.5,0.8478260869565217,1.6521739130434785,27.549999999999997,3.2434782608695656,24.306521739130428,2012,1,3,1,1,1,7,7,7
A. Jamison,0.3741007194244604,0.4077348066298342,-0.0336340872053738,7.0,1.6521739130434785,5.3478260869565215,26.150000000000013,10.57173913043478,15.578260869565234,2012,1,3,1,4,1,1,1,1
R. Butler,0.36,0.2962962962962963,0.0637037037037037,1.0,0.2826086956521739,0.7173913043478262,5.200000000000001,0.3717391304347826,4.828260869565218,2012,1,3,3,1,6,7,7,2
A. Bargnani,0.3394495412844037,0.4586666666666666,-0.1192171253822629,6.5,1.2173913043478262,5.282608695652174,26.65000000000001,5.745652173913043,20.90434782608696,2012,1,3,1,4,1,1,1,1
J. Calderon,0.5113636363636364,0.4447300771208226,0.0666335592428137,12.0,1.7391304347826086,10.26086956521739,25.200000000000003,4.523913043478261,20.676086956521743,2012,1,1,1,4,1,1,1,7
A. Johnson,0.6024096385542169,0.5533333333333333,0.0490763052208835,9.5,1.7608695652173914,7.739130434782608,40.05,4.389130434782607,35.6608695652174,2012,1,1,1,4,1,1,1,9
D. DeRozan,0.4619883040935672,0.412568306010929,0.0494199980826382,17.5,1.9130434782608696,15.58695652173913,51.70000000000002,7.97391304347826,43.72608695652176,2012,0,1,4,0,4,4,4,4
