player,clutch_fg_pct,normal_fg_pct,fg_pct_diff,clutch_to_rate,normal_to_rate,to_rate_diff,clutch_game_score_min,normal_game_score_min,gs_diff,year
B. Lopez,0.625,0.4527363184079602,0.1722636815920398,2.0,0.41304347826086957,1.5869565217391304,21.25,2.743478260869565,18.506521739130434,2022
G. Allen,0.44,0.4505703422053232,-0.010570342205323213,6.0,0.8695652173913043,5.130434782608695,53.5,8.978260869565217,44.52173913043478,2022
K. Durant,0.45692883895131087,0.5248152059134108,-0.06788636696209993,19.0,3.8043478260869565,15.195652173913043,97.55000000000001,19.034782608695654,78.51521739130436,2022
G. Antetokounmpo,0.5347593582887701,0.5441176470588235,-0.009358288770053402,35.5,4.391304347826087,31.108695652173914,187.79999999999998,24.96521739130435,162.83478260869563,2022
N. Claxton,0.6911764705882353,0.6902654867256637,0.0009109838625716016,4.5,0.6956521739130435,3.8043478260869565,38.900000000000006,5.834782608695653,33.06521739130435,2022
B. Griffin,0.4878048780487805,0.4121863799283154,0.07561849812046506,4.5,0.5,4.0,16.35,3.954347826086956,12.395652173913046,2022
J. Harden,0.3953488372093023,0.413677130044843,-0.018328292835540716,38.0,5.521739130434782,32.47826086956522,89.44999999999999,14.93260869565217,74.51739130434783,2022
J. Harris,0.375,0.47,-0.09499999999999997,1.5,0.2826086956521739,1.2173913043478262,2.600000000000003,1.8130434782608693,0.7869565217391339,2022
K. Middleton,0.430327868852459,0.44569288389513106,-0.01536501504267207,27.5,3.1739130434782608,24.32608695652174,81.50000000000001,11.993478260869564,69.50652173913045,2022
J. Holiday,0.41075794621026895,0.4576976421636616,-0.046939695953392646,32.5,4.826086956521739,27.67391304347826,113.05000000000007,20.173913043478255,92.87608695652182,2022
P. Connaughton,0.4965986394557823,0.448512585812357,0.04808605364342533,6.5,0.6304347826086957,5.869565217391305,71.9,8.469565217391304,63.4304347826087,2022
L. Aldridge,0.5185185185185185,0.56,-0.041481481481481564,4.5,0.7391304347826086,3.7608695652173916,44.400000000000006,6.730434782608695,37.66956521739131,2022
P. Millsap,0.41379310344827586,0.38372093023255816,0.0300721732157177,3.0,0.2826086956521739,2.717391304347826,3.8999999999999986,0.8739130434782613,3.026086956521737,2022
J. Carter,0.3563218390804598,0.41081081081081083,-0.054488971730351055,5.5,0.6304347826086957,4.869565217391305,24.999999999999993,2.1608695652173906,22.839130434782604,2022
G. Hill,0.48333333333333334,0.4090909090909091,0.07424242424242422,5.5,0.6739130434782609,4.826086956521739,21.299999999999994,3.5195652173913037,17.78043478260869,2022
P. Mills,0.45,0.3983739837398374,0.05162601626016261,11.0,1.1521739130434783,9.847826086956522,78.55,7.2586956521739125,71.29130434782608,2022
